id,page_id,section_id,title,content,order
c0f62ed1-e6da-5570-a907-1c050517dcd0,4a4df19f-c72b-5085-bd15-94b899a8eaa8,a-practical-use-case,A practical use case ​,"Imagine you have an input component that can be reused as a username field, email field, or password field.  When you add another instance of this input to use as a username field, you need to reconfigure all its properties again:  Instead of manually setting these same properties (label, value, hint text) every time you need a username field in your app, you can: Toggle the Classes option for each property  Exit the component's Edit mode and save all these username-specific instance properties as a reusable class in your library.  Next time you need a username input, just add the component and select this class This way, one click applies all the username field settings instead of configuring each property manually. It's especially useful when you're using the same input configuration repeatedly throughout your project.",6
5dee16be-6313-5988-9d4d-3efb9c93d9d6,a7d57078-7dae-54ae-a8bc-7df6b9214ab2,component-dropzones,Component dropzones ​,"When you create multiple instances of a WeWeb component, they share identical content elements. While styling can be customized per instance, adding or removing elements affects all instances globally. Component dropzones solve this limitation by providing customizable areas within your component where you can add elements to individual instances without affecting others. This feature: Makes components more versatile Enables instance-specific customization Reduces design repetition",1
1d4ef013-c4a3-58dc-a6f0-ba18f151d243,a7d57078-7dae-54ae-a8bc-7df6b9214ab2,working-with-dropzones,Working with dropzones ​,"A typical use case for dropzones would be an input form. Imagine you have a form component and use multiple instances of it in your application. This component has 3 input fields, and you want these 3 fields to be present in every instance of it.  But let's say there is one instance of this component where you need to include an additional rich text input field:",2
aa736670-00a1-5e5f-9c9d-59e8a2f002d4,a7d57078-7dae-54ae-a8bc-7df6b9214ab2,create-a-component-dropzone,Create a component dropzone ​,"While all other instances of this component remain the same, you can customize this specific instance. To create and customize a component dropzone: Create a form and convert it into a component following the steps described here: https://docs.weweb.io/components/intro-to-components.html  Open the component editor by double-clicking the component on your canvas or by clicking on the three dots in the component menu and selecting Edit Once in the Edit mode, click on the Add button.  Select the Dropzone element at the very top of the Elements list, drag and drop it to your component   That’s it! Your component dropzone is defined. All instances of this component will now include this dropzone.",3
130da130-e145-5f2e-be9a-40fdbb518a74,a7d57078-7dae-54ae-a8bc-7df6b9214ab2,adding-elements-to-dropzones,Adding elements to dropzones ​,"To customize a specific instance with additional elements: Select the instance of the component you want to customize with the rich text element. Click on the arrow on the left side of the component in the elements tree to expand it  Add the rich text element by clicking on the Add button and dragging and dropping it into the dropzone on your canvas or in the element tree  The customization is complete. Only this instance of the component will include the rich text input, all other instances will remain the same",4
01d2e5cb-0d47-5d52-8964-95f7711862ad,a7d57078-7dae-54ae-a8bc-7df6b9214ab2,execute-dropzone-workflow,Execute dropzone workflow ​,"Component workflows help you organize and encapsulate functionality in one place. However, you might want to execute these workflows from outside the component or specifically from a dropzone. Suppose you have created a component workflow:",5
9e4f7386-b80b-51aa-a611-fd261b8e6254,a7d57078-7dae-54ae-a8bc-7df6b9214ab2,configuring-workflow-execution,Configuring workflow execution ​,"When creating a component workflow, you have two execution options: Allow execution from outside - enables the workflow to be triggered from anywhere using the Execute component action action Allow execution from dropzone - permits the workflow to be triggered specifically from elements within your dropzone",6
0039375c-69f5-5b7f-bb1f-c8c847f4a9fe,a7d57078-7dae-54ae-a8bc-7df6b9214ab2,using-execute-dropzone-workflow,Using execute dropzone workflow ​,"To trigger a component workflow from your dropzone: Select your dropzone element Add a new workflow (e.g., On Change) Add the Execute dropzone workflow action Choose the component workflow you want to execute  This approach lets you maintain organized component logic while still allowing flexible execution from dropzone elements when needed.",7
e5dccdfa-e9ca-595f-ad68-1a3f272b182b,a7d57078-7dae-54ae-a8bc-7df6b9214ab2,pass-data-to-dropzones,Pass data to dropzones ​,"To share component properties with your dropzone elements: Enter component Edit mode to select your dropzone Navigate to the Dropzone data section in the Settings tab Locate the Data property:  Bind the component properties you want to make available in your dropzone This allows elements within your dropzone to access and use the component's properties, enabling better integration between your component and its customizable areas.",8
3cf0ab99-89af-567b-8b72-0132005a6467,19f1265f-d469-5b40-a990-1f1d260f700c,component-events,Component events ​,"A component event is a message that tells other parts of your application when something specific happens within a component. When building a component, you can trigger events that can then be used outside the component. Let's say, for example, that we have a component called 'Login Form' that is displayed in 2 different parts of our application: on a dedicated login page in a login modal, accessed when the user clicks on a button in the navbar In this example, the 'Login Form' is used to pass the user's input details to our back-end and log the user in. When the user logs in, we will need someway of knowing from which part of the application they have used our 'Login Form' component, as: If they have come from the login page - we need to change the page and direct them to the appropriate screen. If they have come from the login modal - we need to close the modal. We could approach this in 2 different ways: include the logic inside the component with a property, or handle the logic outside the component with an event.",1
21cf87b7-63e0-5941-b0f6-e02b041e2cd8,19f1265f-d469-5b40-a990-1f1d260f700c,why-trigger-an-event,Why trigger an event ​,"With option 1, we would have a component property that says if the component is used on a dedicated page or in a modal. Then, in our component's login workflow, we could add a branch that defines what to do depending on the property value. Althought this works, it would introduce a large amount of manual work as we would need to add a branch to the workflow everytime we wanted to add new funtionality. As we introduce more and more functionality in the future, it could become impractial to manage all the branches. We need more flexibility, so using option 2 makes more sense. To do so: first, in the component workflow, we trigger an event after the login action is successful then, outside the component, we are able to react to this event.",2
cbdee6d2-01eb-574f-9def-7acab3e97d89,19f1265f-d469-5b40-a990-1f1d260f700c,create-a-component-event,Create a component event ​,"In the example below, we created a component event called On login success in our login form component:",3
04d11259-770b-555d-9cab-92f53c109a85,19f1265f-d469-5b40-a990-1f1d260f700c,emit-a-component-event,Emit a component event ​,"We created a login workflow on submit of the form and triggered the On login success event after our login action:  As a result, when an instance of the component emits that event, we can react to it with a workflow that is triggered by the On login success event.",4
e05524fe-7b8d-56bf-8a99-74bbc2e33b83,19f1265f-d469-5b40-a990-1f1d260f700c,react-to-a-component-event,React to a component event ​,"In the example below, on the instance of our component inside a modal, we choose to close the modal when the On login success event is emitted by the component:  We could follow the same logic to change page when the component is on a dedicated login page:",5
6c9be0de-fb1d-5235-80c7-df0cf73d20af,19f1265f-d469-5b40-a990-1f1d260f700c,event-data-and-schema,Event data and schema ​,"When your component triggers an event (like a successful login), you might want to pass along user information. This is done in the Event data section of your workflow.  You can bind the data you want to pass with the event. For example, user information from your login form: email address username any other relevant data  When you test your component: The binding UI for the Event object appears empty at first You won't see the actual data until the event triggers You can view the triggered event data in the Logs tab",6
4559690d-7abb-5c33-87c3-9cee171f480c,19f1265f-d469-5b40-a990-1f1d260f700c,understanding-event-schema,Understanding Event schema ​,"To help others understand what data your event will provide: Go to your component's event settings Add an Event schema with example data like:  After adding the schema above, the binding UI now shows what data to expect, and others can see exactly what information will be available. This eliminates any guesswork about what event data will be accessible. The schema serves as clear documentation, making it easier for everyone to understand and work with your component's events.",7
5e8e349a-e9ee-5aca-8325-38182b621c19,126afceb-a402-5ac9-945e-d9f0c36ffe90,component-instance,Component instance ​,"The thisInstance object streamlines custom JavaScript integration in WeWeb components. It provides direct access to the component's DOM element, essential for third-party libraries and efficient DOM manipulation. It eliminates the need for costly full DOM traversal JavaScript methods such as document.querySelector , instead targeting only the specific component instance. This approach significantly improves performance when working with custom scripts or HTML code in WeWeb components.",1
5c45910d-0e0b-5bcf-b303-e58bb364d200,126afceb-a402-5ac9-945e-d9f0c36ffe90,why-it-matters,Why it matters: ​,"Traversing the entire DOM is expensive. Many third-party libraries require DOM elements to initialize. Using thisInstance in workflows with the onMounted trigger provides these libraries with the correct elements at the right time, ensuring proper setup Let’s say we want to add some custom HTML code inside our Selfie component:  We can add the code below. This HTML code sets up a simple camera capture and image download interface:  Now we can access our component workflow 'Init camera' that uses the onMounted trigger. We will use this workflow to initialize the camera:  In our component’s workflow, we can add a Custom JavaScript action:  When targeting DOM elements, using document.querySelector() forces a search through the entire document tree. The issue lies with the document object, which represents the whole DOM. This global scope can be inefficient, especially in large or complex web applications.  Binding scripts to the component's scope improves efficiency. Rather than using the global document object, which searches the entire DOM, we use a thisInstance object. This object limits the script's scope to the component's own HTML, ensuring faster and more targeted element selection within the component instance.  The code will work even if you have multiple instances within the same page.",2
093e26fe-7c2d-529e-b4eb-8dda25d3b6b5,126afceb-a402-5ac9-945e-d9f0c36ffe90,conclusion,Conclusion ​,"When working with custom JavaScript in component workflows, use thisInstance instead of document to target DOM elements. Here's why: document.querySelector() searches the entire DOM, which is inefficient. thisInstance targets only the current component's HTML. This approach is faster and maintains component isolation. It works seamlessly with multiple component instances on a page",3
98d24bc5-fa96-58a8-9bdf-93c899d78cad,c7cec047-3b19-5d1f-aec9-fac7443aed48,intro-to-components,Intro to components ​,"Web components allow you to create reusable custom elements — with their functionality encapsulated away from the rest of your code — and utilize them in your web apps. They are especially helpful to: build faster, design an interface that has the same look-and-feel across pages, and develop complex projects without repeating yourself. In summary: The core idea of components is simple but powerful: create something once and reuse it in many different ways while keeping its functionality and data self-contained. This approach lets you build modular, maintainable applications without duplicating work or losing control of how your components behave and manage their own data.",1
fb659e28-7027-59f3-bfed-6d28e4e7bd2d,c7cec047-3b19-5d1f-aec9-fac7443aed48,working-with-components,Working with components ​,You can find components in the Libraries section of the Add panel:  Sections and elements without an icon refer to the section and element Templates available in your Libraries .,2
844a9e04-d8db-51c2-824b-32c4121afa67,c7cec047-3b19-5d1f-aec9-fac7443aed48,templates-vs-components,Templates vs components ​,"When you drag-and-drop a template on a page, it will create a copy of the template. If you later make a change to the template, those changes will not be reflected in the copies you created before. When you drag-and-drop a component on a page, it will create a new instance of the component. If you make a change to the component, those changes will be reflected in all the instances of the component you created before.",3
be410cbc-7712-587a-888b-0f8b0ca8fcfc,c7cec047-3b19-5d1f-aec9-fac7443aed48,create-a-new-component,Create a new component ​,"In WeWeb, there are two ways you can create a new component.",4
b4e717ab-a461-5e42-bd11-c44b0fb5c7d9,c7cec047-3b19-5d1f-aec9-fac7443aed48,option-1,Option 1 ​,You can select an element in the HTML tree on the left of the editor and click on New component in the right panel:,5
618c190d-35b4-5977-9f67-d1ec93837990,c7cec047-3b19-5d1f-aec9-fac7443aed48,option-2,Option 2 ​,You can select an element on the canvas and click on the component icon to transform it into a new component:,6
578fe03e-103a-50ae-a113-8ebee19cf0be,c7cec047-3b19-5d1f-aec9-fac7443aed48,rename-or-delete-components,Rename or delete components ​,"When you create a new component in a project, it will be added to that project's library. To view, rename, or delete a project component, you can navigate to Libraries :",7
b40ecfc7-7052-5815-aefa-15a30f9b8d90,c7cec047-3b19-5d1f-aec9-fac7443aed48,edit-a-component,Edit a component ​,"Once you have created a component, you will be able to: change the style of that instance of the component, or edit the component itself so that changes are reflected on all the instances of that component",8
ffa667a9-cece-5d90-823f-96c7206737b1,c7cec047-3b19-5d1f-aec9-fac7443aed48,updating-an-instance-vs-updating-a-component,Updating an instance vs updating a component ​,"To customize one instance of a component, simply make the changes you want in the right panel as you would with any other element. To edit a component (and have those changes reflected on all instances of that component), select the component and click on the Edit button at the top of the right panel:",9
c63ad4ac-894a-5958-954e-1da0e0b6bea8,c7cec047-3b19-5d1f-aec9-fac7443aed48,updating-a-component,Updating a component ​,"Once you have selected a component and clicked on Edit , you will be able to update the component itself:  In the screenshot above, you can see a few things: the Back to instance button in the top right confirms that you are currently editing the component itself, not an instance of the component the Component tab allows you to create properties, variables, workflows, formulas, and triggers associated with the component the Styles , Settings , and Workflow tabs allow you to customize the component as you would any other element. The changes you make here will be applied to all the instances of that component.",10
8ea25420-1988-5322-9a50-21bb68c49a05,c7cec047-3b19-5d1f-aec9-fac7443aed48,component-properties,Component properties ​,"When you create a component in WeWeb, you can also associate that component with properties (often referred to as ""props""). These properties can be texts, numbers, booleans, selects, collections, and more:",11
6e03a9cc-5609-56a7-b79d-6f6e734c4971,c7cec047-3b19-5d1f-aec9-fac7443aed48,benefit-of-using-props,Benefit of using props ​,"When you use a component in multiple places, you can use its props to differentiate the behavior of one instance compared to another. In the example below, we have a button components with 2 properties ( style and usage ):  One the page, we have 4 instances of the same component, but each instance is styled differently and display a different text. This is because each instance of the component has different usage and style property values. For example, the text of instance 3 is Login because its usage property value is For app :  But we could change the text and colors of the button by changing the usage and style values of the instance. In the example below, we change the property values of instance 3 to the same values as instance 2:",12
377c9f8b-29b5-5549-8353-b8e4594e8e9c,c7cec047-3b19-5d1f-aec9-fac7443aed48,create-component-property,Create component property ​,"In the Components tab, click on New to create a new component property:  You will be invited to: name it, select a property type, provide a default value.",13
5c863b27-2533-53ef-838a-9c80d348160b,c7cec047-3b19-5d1f-aec9-fac7443aed48,advanced-options,Advanced options ​,"In this section, you can decide if the component property: should be displayed in the Styles or Settings tab of the instance, should be bindable, should include states, should include classes.",14
db5262be-a8f7-5d56-970f-bdd659371fb2,c7cec047-3b19-5d1f-aec9-fac7443aed48,component-variables,Component variables ​,"Component variables are variables that are scoped to the component, i.e. they can only be seen and referred to inside the component as opposed to global variables – in the Data tab of the left panel – which can be seen and accessed throughout the project:  In the example above, there are no global variables used on the page. However, there is a component variable ( selectedItem ) which is used to display data about the selected item on the page.",15
542e3870-5bf9-5805-81ce-9d8e2c3c7ccf,c7cec047-3b19-5d1f-aec9-fac7443aed48,component-workflows,Component workflows ​,"Component workflows are workflows that are scoped to the component, i.e. they can only be executed inside the component as opposed to global workflows – in the Action tab of the left panel – which can be executed throughout the project:  In the example above, there are no global workflows used on the page. However, there is a component workflow ( Count coins ) which can be executed anywhere inside the component. In the example below, you can see: our component workflow expects a parameter, we select the down arrow icon, and execute the global workflow on click of that icon, with the parameter down to reflect the fact the user just clicked on the down arrow",16
8e3982b5-e494-5a40-a6dc-d3e761fa87ab,c7cec047-3b19-5d1f-aec9-fac7443aed48,component-formulas,Component formulas ​,"When building a component, you can create formulas that are local to that component. These formula will not exist outside of the component:  In the example above, you can see: inside our component, we created a CTA text formula, with two parameters that refer to the two properties of the component: style and usage , the combination of these two parameters will decide what text is displayed in our component, the Current value is ""Login"" because the property values of the current instance of the component are primary and product",17
f78e66a2-018c-510b-abe5-59415967119d,c7cec047-3b19-5d1f-aec9-fac7443aed48,component-events,Component events ​,"When working with components, it can be helpful to emit a component event that you can then react to outside the component. For example, you could have a login form component that authenticates the user and emits a login success event. Then, depending on where you use the login form component, you could react to the login success event to decide if you need to close a modal or change page. Learn how to emit and react to component events .",18
34e53984-d912-53fd-aabd-2b442c5c85f3,4cc907fc-d316-5030-a8df-e4f7d6cd7874,css-classes,CSS classes ​,"​When we talk about classes in the context of styling, we are specifically referring to CSS (cascading style sheets). In WeWeb, if you wish to reuse a specific style, you can choose to create a class using the following option 👇 ​",1
cdf98416-15e1-501b-82e4-18e0d858a3eb,4cc907fc-d316-5030-a8df-e4f7d6cd7874,classes-subclasses,Classes & subclasses ​,"​ Suppose you have a desire to integrate something like Bootstrap ​ ​ A web developer would have to do something like this ​ ​ In this code, each button is assigned two CSS classes: the first class, btn , is common to all buttons, the second class (or subclass) determines the specific style of each button (e.g. Primary, Danger, Warning) In WeWeb, you could approach this in 2 different ways.",2
3bee0bf0-69a3-526c-959e-68194e9039ff,4cc907fc-d316-5030-a8df-e4f7d6cd7874,option-1-create-a-default-class-style-subclasses,Option 1: create a default class & style subclasses ​,"In this case, create a btn class and a btn-primary subclass attached to the btn class:  This approach has the benefit of being super simple to maintain. The downside of option 1 is that, in WeWeb, you can only have one sub-class per class. We did this to help you build in a way that is efficient and maintainable while addressing 90% of use cases but if you find this too restrictive, please don't hesitate to reach out to us to share your specific use case.",3
4a9a095c-68f9-5df8-8beb-28c3effb0814,4cc907fc-d316-5030-a8df-e4f7d6cd7874,option-2-create-a-default-class-style-classes-with-state-subclasses,Option 2: create a default class & style classes with state subclasses ​,"In this case, in addition to the btn class, you'd create: a class for each style (i.e. btn-primary , btn-secondary , etc.) with multiple subclasses for states on each class (e.g. hover , focus and disable )  This approach allows you to have as many classes as you want on an element (though we encourage you to stay lean for readibility and maintainability purposes). It has the added benefit of enabling you to save and re-use states across elements in a subclass. Note that ​we made the decision to offer you the capability to reuse styles in a manner that closely aligns with how developers do it. Our aim is to offer you the flexibility to manage your design systems according to your preferences. There is no single prescribed approach for doing so. Instead, there are numerous best practices available. We encourage you to take the time to explore and identify the approach that suits you best, and then maintain consistency by adhering to it throughout your project. ​ We are constantly seeking to iterate and improve WeWeb. If you have any suggestions or request to improve this feature, please do not hesitate to share it with us . ​",4
bd8ea193-5e8e-52a9-9493-af8c1da72999,4cc907fc-d316-5030-a8df-e4f7d6cd7874,create-a-class,Create a class ​,"When creating a ""parent"" class for an element, ask yourself: what are the common style properties I want to feature on this element by default? For example, the default style of a button could include: padding text size font weight alignment borders transitions  ​Once you're happy with the default style of your default element, go to Select or create a class to create your first class: ​ ​ In the example below, we called it btn – stands for ""button"" – and selected the CSS properties we styled: ​ ​",5
54f96c3d-b3f5-5b5f-bb9b-89565d1832a2,4cc907fc-d316-5030-a8df-e4f7d6cd7874,save-changes,Save changes ​,"We didn't want to enable autosave when styling a class because of the risk of updating something by mistake that impacts other elements in the project. When editing the CSS property of a class, you will see a light gray background appear around the name of the property you just changed. Once you save the change (by going to the pencil icon of the class and clicking on ""Save""), you will see a yellow/orange background around the name of the properties you saved: ​",6
d3dbea09-1726-5503-bee6-a107dfe1db67,4cc907fc-d316-5030-a8df-e4f7d6cd7874,re-use-styles,Re-use styles ​,"Once you've created a class, you'll most likely want to apply it to other elements. You can do this by simply selecting the class when you're on an element: ​ ​",7
d46d81b6-1832-5c03-92c9-8be9b4fff1ab,4cc907fc-d316-5030-a8df-e4f7d6cd7874,class-combos,Class combos ​,"In our Bootstrap example, we saw that each button had two classes. As with code, we can have two classes on a single element in WeWeb. If you don't want two classes to conflict with each other in an unexpected way, it's important that you select only the properties you want to update when styling a class. In the example below, we added the btn-primary class and edited the style specific to that button, i.e. ​ ​ ​ ​ When saving our changes on the btn-primary class, we selected only those 3 properties to ensure it didn't potentially conflict with the style of our btn class: ​ ​ ​",8
77d4fdf0-61d1-549c-b859-10e1f0c27c9f,4cc907fc-d316-5030-a8df-e4f7d6cd7874,subclasses,Subclasses ​,"To add a subclass to a WeWeb class, simply click on Create subclass below the class you are working on. A common use case involves adding a state as a subclass. In order to do that, we can start by adding a state to our element (for example hover ): ​ ​ And make sure we are on that state when styling the element. In the example below, we are on an element with both the btn and btn-primary classes and we can see above the class names that the Hover state is selected: ​ Since the background color of the button will change on hover depending on the type of button (not all buttons), we'll add a hover subclass to the btn-primary class (not btn ):  And change only the background-color and border CSS properties: ​ We now have 2 classes and one subclass applied: ​ ​ To accomplish the same result as our Bootstrap model, we'd need to repeat this process with all the button states we wanted (e.g. hover, focus, and disable), on each button type (i.e. Warning, Success, etc.) to obtain a list of classes that looks something like this: ​ ​",9
47080761-76fa-5474-b33f-d721accfcf9e,c3ffb349-a912-5d1a-a46f-141b4a8e234e,conditional-rendering,Conditional rendering ​,"In this article, we will explain how to use the advanced Conditional Rendering setting available in the Settings tab of elements:",1
1e02b88a-6f53-5e8b-8b02-bfc066822fcc,c3ffb349-a912-5d1a-a46f-141b4a8e234e,difference-with-display-none,Difference with display:none ​,"The Conditional Rendering setting can greatly improve the performances of your web app because, when you hide an element using this advanced setting, that element will not be built on page load by default. It will only be rendered in the DOM if / when the condition to display it is met. As a result, your pages will load faster. By comparison, when you use the standard display CSS property to hide an element on a page, the browser still needs to build that element on page load. If you have a lot of hidden elements on the page, it can significantly slow down your browser. You may wonder why ever use the standard CSS display property anymore? Well, if you need to access input variables of an element that is hidden by the Conditional Rendering setting, you won't be able to because the element won't be in the DOM. In that use case, the standard display property will continue to be very useful.",2
ce6b18cc-3300-5681-9737-3a2d1e76e4cd,c3ffb349-a912-5d1a-a46f-141b4a8e234e,using-conditional-rendering,Using Conditional Rendering ​,"The Conditional Rendering setting needs you to define a condition. When that condition is met, the element will be made available in the DOM and displayed on the page (provided you haven't used the standard CSS display property to hide it!). In the example below, we are saying that, if the user types in more than 225 characters (from index 0 to 224 in the string of characters that is user_description text), we will display a message warning them they are close to reaching the 280 character limit:  Like the standard CSS display property, the element will not appear on the page when the condition is not met:  The crucial difference with the standard CSS display property is that the element will not appear in the DOM either, the browser will only build it when the condition is met. In the WeWeb Navigator, you will see the little crossed-out eye icon that warns you an element is not displayed. In the example below, you can see that, when we remove some text and fall below the 225 characters limit, the warning text element disappears completely from the DOM in the browser:  If we were using the display CSS property, the element would still be visible in the DOM in the browser.",3
54773eb9-61eb-5f99-81b9-6ecfabd194c8,2f867ca3-5ad5-5e81-ae3f-7dd480ccc067,css-animations,CSS Animations ​,,1
9881ecdf-a992-57ef-8a13-af88a6529ac9,2f867ca3-5ad5-5e81-ae3f-7dd480ccc067,different-approaches,Different approaches ​,"To add CSS animations to an element on a WeWeb page: select that element, on the page go to the CSS styles tab of that element, and choose your preferred way of creating an animation in the Animation dropdown You can find the all the definitions of the CSS animation properties here .  There are three main ways to get started: Manually add keyframes. Import keyframes. Ask WeWeb AI.",2
ecb2be88-e2be-5286-8548-58f556b7b9ec,2f867ca3-5ad5-5e81-ae3f-7dd480ccc067,animation-properties,Animation properties ​,"In the Animation panel, you can set the following properties to customize your animations: Duration : Define the duration of the animation in milliseconds (ms). Delay : Add a delay before the animation starts, also in milliseconds (ms). Transition : Choose how the animation transitions between keyframes. Options include: ease ease-in ease-out ease-in-out linear Iterations : Set how many times the animation repeats. You can specify a number or select Infinite for continuous looping. Alternate : Enable or disable the alternate mode. When enabled, the animation reverses direction after each iteration. Fill Mode : Control how the animation applies styles outside its active period: None : No styles from the animation are applied before the animation starts or after it ends. The element will only be styled during the animation's active period. Forwards : The element retains the styles defined in the animation's final keyframe after the animation ends. Backwards : The element immediately applies the styles defined in the animation's first keyframe, even during the animation's delay period. Both : Combines the behaviors of Forwards and Backwards . The element applies the styles from the first keyframe during the delay and retains the styles from the final keyframe after the animation ends. Play State : Toggle the animation's play state ( On or Off ). Keyframes : Open the editor to create, import, or edit keyframes for the animation.",3
35354b05-2ca9-5654-91fd-d6207e72e214,2f867ca3-5ad5-5e81-ae3f-7dd480ccc067,keyframes-editor,Keyframes editor ​,"If you're familiar with keyframes, you can create your own using our no-code keyframes editor:  To add an animation, select the keyframe where you want to define properties. Then, you can modify any CSS property from the style panel. You can identify properties set on a keyframe with their green highlight. Do that for the initial keyframe, the final one, and all the intermediate ones to create a smooth animation. In the example above, we: copy Keyframe #1 which creates Keyframe #2 move Keyframe #2 on the animation timeline change the value of Keyframe #2 and changing it to seconds instead of percentage delete Keyframe #2 to get back where we started",4
8308b0dd-071c-5ca8-b0be-327b67329946,2f867ca3-5ad5-5e81-ae3f-7dd480ccc067,import-keyframes,Import keyframes ​,"To save time, you can also paste and import keyframes in the WeWeb keyframes editor:  In the example above, we: first opened the keyframes editor to import the keyframes used as examples in MDN's documentation , then used the WeWeb editor to limit the animation to 3 counts.",5
5c239ddd-f4b1-5b7c-9188-6cfc0f3f384c,2f867ca3-5ad5-5e81-ae3f-7dd480ccc067,weweb-ai,WeWeb AI ​,"If CSS animations to come easily to you, we recommend asking WeWeb AI for help to get started:  In the example above, we: first asked WeWeb AI to ""make an animation where the text grows larger and larger then smaller and smaller fairly slowly"", then used the WeWeb editor to slow down the animation.",6
445d833b-4d96-5aff-8519-1400c025213d,2f867ca3-5ad5-5e81-ae3f-7dd480ccc067,copy-paste-an-animation,Copy_paste an animation ​,"To reuse an animation, you can copy it and paste it on a similar element (e.g. here, we are copy/pasting an animation between two text elements):",7
881d9c60-0924-50c7-9cf3-5fcb0217a974,a5916c48-d0a4-5705-b823-8bde0e11871b,css-grid,CSS Grid ​,,1
412b73ee-cda0-552e-9011-c80e2c0d029a,a5916c48-d0a4-5705-b823-8bde0e11871b,why-use-css-grids,Why use CSS grids ​,"CSS grids are a powerful tool to build complex, responsive layouts on the web. For example, designing a complex layout like this would be complex with a flex display but is fairly easy with a grid display:",2
b4bee092-083d-5f4d-8e26-b041dc570f52,a5916c48-d0a4-5705-b823-8bde0e11871b,css-grid-basics,CSS grid basics ​,,3
f5f1b7a3-3dcc-5b11-982e-a658bd4d9538,a5916c48-d0a4-5705-b823-8bde0e11871b,grid-container,Grid container ​,"In the Style tab of WeWeb containers, you will find grid and inline-grid under the Display property options:  When a container has a grid or inline-grid display, all the children of that container become grid items. Learn more about the grid container .",4
c2ef9236-e0b5-55b1-895e-5c3143b575e2,a5916c48-d0a4-5705-b823-8bde0e11871b,grid-direction,Grid direction ​,"Grids can have a horizontal (""row"") or vertical (""columns"") direction:  In the example above, we have 3 containers that can be displayed as rows or columns.",5
821d065a-4eaa-54b6-bb2b-d52ccf6307ed,a5916c48-d0a4-5705-b823-8bde0e11871b,grid-column-row-size,Grid column & row size ​,"By default, each column or row will have the same width and height respectively. You can, however, be explicit and set a fixed width or height to create more complex layouts:  In CSS, this corresponds to the grid-template-rows and grid-template-columns properties. In WeWeb, you have a couple of options to work with these properties: use the no-code interface of WeWeb as shown in the columns example above, or bind the Rows or Columns settings in WeWeb to CSS values as shown in the rows example below.  In the example above, you can see we have an array of 5 values that defines the height of the 5 rows in our grid. Learn more about explicit grid templates",6
e1b3f537-add2-5fe8-97b2-cff86ac58b30,a5916c48-d0a4-5705-b823-8bde0e11871b,grid-gaps,Grid gaps ​,"Grid gaps (also called ""gutters"") are an elegant way of handling spacing:  Learn more about grid gaps .",7
59bf0119-2be3-5305-bf51-20aa564d3e76,a5916c48-d0a4-5705-b823-8bde0e11871b,grid-items-span-position,Grid items span & position ​,"For each item in a grid, you can define its: span: how many row or column units does it span, position: where should it be placed in the row or column Let's look at a few examples.",8
e4138818-cdcd-5f30-8134-c6be1c067190,a5916c48-d0a4-5705-b823-8bde0e11871b,example-1,Example 1 ​,"In both cases, the grid container is configured as follows: Direction : Row Columns : auto-generated Rows : auto-generated Width : 100% Height : 500px The grid on the left has no additional settings on the grid items. The grid on the right contains grid items where we specified the span or position.",9
04ef1d8b-fdd9-502f-8eca-7662c3d817cc,a5916c48-d0a4-5705-b823-8bde0e11871b,example-2,Example 2 ​,"In all three cases, the grid container is configured as follows: Direction : Column Columns : 3 columns of 1fr Rows : 3 rows of 1fr Width : 100% Height : auto The grid at the top has no additional settings on the grid items. Grid item A of the middle grid has a Column position of 2/4 . Grid item A of the bottom grid has a Row span of 2 and a Column position of 2/4 .",10
ab68b534-68a4-55d2-8b9a-cebc56803c39,a5916c48-d0a4-5705-b823-8bde0e11871b,troubleshooting,Troubleshooting ​,"As mentioned above, this article aims to explain how to use CSS grid properties in the WeWeb editor. If you're new to CSS grids, we recommend you take the time to understand how CSS grids work in general. We have selected 4 free resources that can help you with this: Learn CSS Grid helpfully lists and illustrates all available grid CSS properties CSS Grid Garden is an fun, interactive way to understand CSS grid properties MDN's docs explains the basic concepts of grid layouts Grid by Example includes numerous examples of grid layouts with the underlying HTML & CSS to reverse-engineer how each was built If you're still stuck after this, don't hesitate to reach out in the WeWeb Community ! Make sure to include visuals that show: the end result you're trying to achieve, and the styles settings you have applied to your grid container and grid items. We'll do our best to help 🙂",11
429c2ba9-5099-503f-aa90-887193fcb3c8,763573d7-c39e-5692-8e9d-d3d88b5ee59c,css-properties,CSS Properties ​,"CSS properties are all the options you can use to change an element's design inside your WeWeb app. They're available on the right sidebar, under the styling tab.  Let's go over each of them.",1
f73dab39-9258-5872-b370-5e4c3ab29cd9,763573d7-c39e-5692-8e9d-d3d88b5ee59c,specific,Specific ​,This section is a shortcut to find the most used CSS properties for a given element. It's different for every element. Here are the available CSS properties in this section (all elements included):,2
c61ba6ed-36ae-5d58-8ab8-02fff5e1aaba,763573d7-c39e-5692-8e9d-d3d88b5ee59c,text-lang,Text - {lang} ​,"This is where you can bind the text displayed to a variable, typically, when you want to display some text that comes from a plugin or 3rd-party API. You'll have to bind it for every language that's currently activated on this page.",3
cb535cf2-c5e8-5de0-8482-1029e935db1e,763573d7-c39e-5692-8e9d-d3d88b5ee59c,typography,Typography ​,"This option is useful when you want to standardise text styles in your app. Here, you can select a text type (for example: heading, subtitle, etc) that you created in the typography section of your app.",4
